Date,Location,Administered_Dose1_Pop_Pct
2021-09-22,KY,59.9
2021-09-22,LA,51.2
2021-09-22,LT,0
2021-09-22,MA,76.9
2021-09-22,MD,70.1
2021-09-22,ME,73.5
2021-09-22,MH,38.6
2021-09-22,MI,56.6
2021-09-22,MN,63.1
2021-09-22,MO,54.3
2021-09-22,MP,62.6
2021-09-22,MS,49.6
2021-09-22,MT,54.2
2021-09-22,NC,58.6
2021-09-22,ND,50.4
2021-09-22,NE,59
2021-09-22,NH,68.8
2021-09-22,NJ,71.9
2021-09-22,NM,71.9
2021-09-22,NV,60.1
2021-09-22,NY,70.3
2021-09-22,OH,53.7
2021-09-22,OK,55.9
2021-09-22,OR,66.1
2021-09-22,PA,71.5
2021-09-22,PR,78.6
2021-09-22,RI,74.3
2021-09-22,RP,98.3
2021-09-22,SC,54.5
2021-09-22,SD,58.5
2021-09-22,TN,52.1
2021-09-22,TX,59.4
2021-09-22,US,64
2021-09-22,UT,58.4
2021-09-22,VA,67.8
2021-09-22,VI,50.9
2021-09-22,VT,77.3
2021-09-22,WA,70.7
2021-09-22,WI,60.5
2021-09-22,WV,47.9
2021-09-22,WY,47.8
2021-09-23,AK,56.8
2021-09-23,AL,52.1
2021-09-23,AR,55.3
2021-09-23,AS,60.2
2021-09-23,AZ,58.9
2021-09-23,BP,0
2021-09-23,CA,71.2
2021-09-23,CO,65.1
2021-09-23,CT,75.6
2021-09-23,DC,69.9
2021-09-23,DD,0
2021-09-23,DE,65.8
2021-09-23,FL,66.4
2021-09-23,FM,42.6
2021-09-23,GA,54.3
2021-09-23,GU,75.5
2021-09-23,HI,76.3
2021-09-23,IA,57.7
2021-09-23,ID,46.5
2021-09-23,IH,43.1
2021-09-23,IL,67.9
2021-09-23,IN,51.8
2021-09-23,KS,59.3
2021-09-23,KY,60
2021-09-23,LA,51.3
2021-09-23,LT,0
2021-09-23,MA,77
2021-09-23,MD,70.1
2021-09-23,ME,73.6
2021-09-23,MH,38.6
2021-09-23,MI,56.6
2021-09-23,MN,63.2
2021-09-23,MO,54.4
2021-09-23,MP,62.6
2021-09-23,MS,49.6
2021-09-23,MT,54.3
2021-09-23,NC,58.7
2021-09-23,ND,50.5
2021-09-23,NE,59
2021-09-23,NH,69
2021-09-23,NJ,72
2021-09-23,NM,72
2021-09-23,NV,60.2
2021-09-23,NY,70.4
2021-09-23,OH,53.8
2021-09-23,OK,56
2021-09-23,OR,66.1
2021-09-23,PA,71.7
2021-09-23,PR,78.6
2021-09-23,RI,74.6
2021-09-23,RP,98.3
2021-09-23,SC,54.6
2021-09-23,SD,58.5
2021-09-23,TN,52.2
2021-09-23,TX,59.5
2021-09-23,US,64
2021-09-23,UT,58.5
2021-09-23,VA,67.8
2021-09-23,VI,50.9
2021-09-23,VT,77.3
2021-09-23,WA,66.7
2021-09-23,WI,60.6
2021-09-23,WV,47.9
2021-09-23,WY,47.9
2021-09-24,AK,56.8
2021-09-24,AL,52.2
2021-09-24,AR,55.4
2021-09-24,AS,60.2
2021-09-24,AZ,58.9
2021-09-24,BP,0
2021-09-24,CA,71.3
2021-09-24,CO,65.2
2021-09-24,CT,75.7
2021-09-24,DC,70.1
2021-09-24,DD,0
2021-09-24,DE,65.9
2021-09-24,FL,66.5
2021-09-24,FM,42.7
2021-09-24,GA,54.5
2021-09-24,GU,76.1
2021-09-24,HI,76.4
2021-09-24,IA,57.8
2021-09-24,ID,46.6
2021-09-24,IH,43.2
2021-09-24,IL,68
2021-09-24,IN,51.9
2021-09-24,KS,59.4
2021-09-24,KY,60.1
2021-09-24,LA,51.4
2021-09-24,LT,0
2021-09-24,MA,77
2021-09-24,MD,70.2
2021-09-24,ME,73.7
2021-09-24,MH,38.6
2021-09-24,MI,56.7
2021-09-24,MN,63.2
2021-09-24,MO,54.4
2021-09-24,MP,62.6
2021-09-24,MS,49.8
2021-09-24,MT,54.4
2021-09-24,NC,58.8
2021-09-24,ND,50.6
2021-09-24,NE,59.1
2021-09-24,NH,69
2021-09-24,NJ,72
2021-09-24,NM,72.1
2021-09-24,NV,60.3
2021-09-24,NY,70.6
2021-09-24,OH,53.9
2021-09-24,OK,56.1
2021-09-24,OR,66.2
2021-09-24,PA,71.8
2021-09-24,PR,78.8
2021-09-24,RI,74.7
2021-09-24,RP,98.5
2021-09-24,SC,54.7
2021-09-24,SD,58.6
2021-09-24,TN,52.3
2021-09-24,TX,59.5
2021-09-24,US,64.1
2021-09-24,UT,58.6
2021-09-24,VA,67.9
2021-09-24,VI,50.9
2021-09-24,VT,77.4
2021-09-24,WA,66.8
2021-09-24,WI,60.6
2021-09-24,WV,48
2021-09-24,WY,48
2021-09-25,AK,56.8
2021-09-25,AL,52.3
2021-09-25,AR,55.5
2021-09-25,AS,60.5
2021-09-25,AZ,59
2021-09-25,BP,0
2021-09-25,CA,71.4
2021-09-25,CO,65.3
2021-09-25,CT,75.7
2021-09-25,DC,70.3
2021-09-25,DD,0
2021-09-25,DE,65.9
2021-09-25,FL,66.6
2021-09-25,FM,42.7
2021-09-25,GA,54.6
2021-09-25,GU,76.1
2021-09-25,HI,76.4
2021-09-25,IA,57.9
2021-09-25,ID,46.7
2021-09-25,IH,43.2
2021-09-25,IL,68.1
2021-09-25,IN,52
2021-09-25,KS,59.5
2021-09-25,KY,60.3
2021-09-25,LA,51.5
2021-09-25,LT,0
2021-09-25,MA,77.1
2021-09-25,MD,70.3
2021-09-25,ME,73.8
2021-09-25,MH,38.6
2021-09-25,MI,56.7
2021-09-25,MN,63.3
2021-09-25,MO,54.6
2021-09-25,MP,62.7
2021-09-25,MS,49.9
2021-09-25,MT,54.5
2021-09-25,NC,58.9
2021-09-25,ND,50.7
2021-09-25,NE,59.1
2021-09-25,NH,69.1
2021-09-25,NJ,72.1
2021-09-25,NM,72.2
2021-09-25,NV,60.4
2021-09-25,NY,70.7
2021-09-25,OH,54
2021-09-25,OK,56.2
2021-09-25,OR,66.3
2021-09-25,PA,71.9
2021-09-25,PR,78.9
2021-09-25,RI,74.8
2021-09-25,RP,98.7
2021-09-25,SC,54.8
2021-09-25,SD,58.7
2021-09-25,TN,52.4
2021-09-25,TX,59.6
2021-09-25,US,64.2
2021-09-25,UT,58.7
2021-09-25,VA,68
2021-09-25,VI,51
2021-09-25,VT,77.4
2021-09-25,WA,66.9
2021-09-25,WI,60.7
2021-09-25,WV,48
2021-09-25,WY,48
2021-09-26,AK,56.8
2021-09-26,AL,52.4
2021-09-26,AR,55.5
2021-09-26,AS,60.5
2021-09-26,AZ,59.1
2021-09-26,BP,0
2021-09-26,CA,71.5
2021-09-26,CO,65.4
2021-09-26,CT,75.9
2021-09-26,DC,70.4
2021-09-26,DD,0
2021-09-26,DE,66
2021-09-26,FL,66.7
2021-09-26,FM,42.7
2021-09-26,GA,54.6
2021-09-26,GU,76.4
2021-09-26,HI,76.5
2021-09-26,IA,57.9
2021-09-26,ID,46.8
2021-09-26,IH,43.2
2021-09-26,IL,68.2
2021-09-26,IN,52
2021-09-26,KS,59.5
2021-09-26,KY,60.4
2021-09-26,LA,51.5
2021-09-26,LT,0
2021-09-26,MA,77.2
2021-09-26,MD,70.4
2021-09-26,ME,73.8
2021-09-26,MH,38.6
2021-09-26,MI,56.8
2021-09-26,MN,63.4
2021-09-26,MO,54.6
2021-09-26,MP,62.7
2021-09-26,MS,49.9
2021-09-26,MT,54.5
2021-09-26,NC,59
2021-09-26,ND,50.8
2021-09-26,NE,59.2
2021-09-26,NH,69.2
2021-09-26,NJ,72.2
2021-09-26,NM,72.3
2021-09-26,NV,60.5
2021-09-26,NY,70.9
2021-09-26,OH,54
2021-09-26,OK,56.3
2021-09-26,OR,66.3
2021-09-26,PA,72.1
2021-09-26,PR,78.9
2021-09-26,RI,74.9
2021-09-26,RP,98.7
2021-09-26,SC,54.9
2021-09-26,SD,58.7
2021-09-26,TN,52.4
2021-09-26,TX,59.7
2021-09-26,US,64.3
2021-09-26,UT,58.7
2021-09-26,VA,68.1
2021-09-26,VI,51
2021-09-26,VT,77.5
2021-09-26,WA,66.9
2021-09-26,WI,60.8
2021-09-26,WV,48.1
2021-09-26,WY,48
2021-09-27,AK,57.1
2021-09-27,AL,52.5
2021-09-27,AR,55.6
2021-09-27,AS,61.2
2021-09-27,AZ,59.1
2021-09-27,BP,0
2021-09-27,CA,71.5
2021-09-27,CO,65.4
2021-09-27,CT,75.9
2021-09-27,DC,70.5
2021-09-27,DD,0
2021-09-27,DE,66
2021-09-27,FL,66.7
2021-09-27,FM,42.8
2021-09-27,GA,54.7
2021-09-27,GU,76.4
2021-09-27,HI,76.5
2021-09-27,IA,57.9
2021-09-27,ID,46.8
2021-09-27,IH,43.3
2021-09-27,IL,68.2
2021-09-27,IN,52.1
2021-09-27,KS,59.6
2021-09-27,KY,60.4
2021-09-27,LA,51.6
2021-09-27,LT,0
2021-09-27,MA,77.2
2021-09-27,MD,70.4
2021-09-27,ME,73.8
2021-09-27,MH,38.7
2021-09-27,MI,56.9
2021-09-27,MN,63.4
2021-09-27,MO,54.6
2021-09-27,MP,62.7
2021-09-27,MS,49.9
2021-09-27,MT,54.5
2021-09-27,NC,59.3
2021-09-27,ND,50.8
2021-09-27,NE,59.3
2021-09-27,NH,69.4
2021-09-27,NJ,72.3
2021-09-27,NM,72.3
2021-09-27,NV,60.5
2021-09-27,NY,71
2021-09-27,OH,54.1
2021-09-27,OK,56.3
2021-09-27,OR,66.4
2021-09-27,PA,72.1
2021-09-27,PR,79.1
2021-09-27,RI,75
2021-09-27,RP,98.9
2021-09-27,SC,55
2021-09-27,SD,58.8
2021-09-27,TN,52.4
2021-09-27,TX,59.7
2021-09-27,US,64.4
2021-09-27,UT,58.7
2021-09-27,VA,68.2
2021-09-27,VI,51
2021-09-27,VT,77.6
2021-09-27,WA,66.9
2021-09-27,WI,60.8
2021-09-27,WV,48.1
2021-09-27,WY,48.1
2021-09-28,AK,57.1
2021-09-28,AL,52.6
2021-09-28,AR,55.6
2021-09-28,AS,61.2
2021-09-28,AZ,59.2
2021-09-28,BP,0
2021-09-28,CA,71.6
2021-09-28,CO,65.5
2021-09-28,CT,76
2021-09-28,DC,70.6
2021-09-28,DD,0
2021-09-28,DE,66
2021-09-28,FL,66.8
2021-09-28,FM,42.9
2021-09-28,GA,54.7
2021-09-28,GU,76.6
2021-09-28,HI,76.6
2021-09-28,IA,58
2021-09-28,ID,46.9
2021-09-28,IH,43.3
2021-09-28,IL,68.3
2021-09-28,IN,52.1
2021-09-28,KS,59.6
2021-09-28,KY,60.5
2021-09-28,LA,51.6
2021-09-28,LT,0
2021-09-28,MA,77.3
2021-09-28,MD,70.5
2021-09-28,ME,74
2021-09-28,MH,38.7
2021-09-28,MI,56.9
2021-09-28,MN,63.4
2021-09-28,MO,54.7
2021-09-28,MP,62.8
2021-09-28,MS,49.9
2021-09-28,MT,54.6
2021-09-28,NC,59.4
2021-09-28,ND,50.8
2021-09-28,NE,59.3
2021-09-28,NH,69.5
2021-09-28,NJ,72.4
2021-09-28,NM,72.4
2021-09-28,NV,60.6
2021-09-28,NY,71.1
2021-09-28,OH,54.1
2021-09-28,OK,56.4
2021-09-28,OR,66.4
2021-09-28,PA,72.2
2021-09-28,PR,79.1
2021-09-28,RI,75
2021-09-28,RP,98.9
2021-09-28,SC,55.1
2021-09-28,SD,59
2021-09-28,TN,52.6
2021-09-28,TX,59.4
2021-09-28,US,64.4
2021-09-28,UT,58.8
2021-09-28,VA,68.3
2021-09-28,VI,51.1
2021-09-28,VT,77.6
2021-09-28,WA,67.1
2021-09-28,WI,60.8
2021-09-28,WV,48.1
2021-09-28,WY,48.3
2021-09-29,AK,57.2
2021-09-29,AL,52.6
2021-09-29,AR,55.7
2021-09-29,AS,61.4
2021-09-29,AZ,59.2
2021-09-29,BP,0
2021-09-29,CA,71.6
2021-09-29,CO,65.5
2021-09-29,CT,76.1
2021-09-29,DC,70.7
2021-09-29,DD,0
2021-09-29,DE,66.3
2021-09-29,FL,66.8
2021-09-29,FM,43.1
2021-09-29,GA,54.8
2021-09-29,GU,76.8
2021-09-29,HI,76.7
2021-09-29,IA,58.1
2021-09-29,ID,47
2021-09-29,IH,43.3
2021-09-29,IL,68.4
2021-09-29,IN,52.2
2021-09-29,KS,59.8
2021-09-29,KY,60.6
2021-09-29,LA,51.7
2021-09-29,LT,0
2021-09-29,MA,77.4
2021-09-29,MD,70.6
2021-09-29,ME,74.1
2021-09-29,MH,38.7
2021-09-29,MI,56.9
2021-09-29,MN,63.5
2021-09-29,MO,54.8
2021-09-29,MP,62.8
2021-09-29,MS,50.1
2021-09-29,MT,54.7
2021-09-29,NC,59.6
2021-09-29,ND,50.9
2021-09-29,NE,59.4
2021-09-29,NH,69.7
2021-09-29,NJ,72.4
2021-09-29,NM,72.4
2021-09-29,NV,60.7
2021-09-29,NY,71.2
2021-09-29,OH,54.2
2021-09-29,OK,56.5
2021-09-29,OR,66.5
2021-09-29,PA,72.4
2021-09-29,PR,79.2
2021-09-29,RI,75.2
2021-09-29,RP,98.9
2021-09-29,SC,55.2
2021-09-29,SD,59.1
2021-09-29,TN,52.6
2021-09-29,TX,59.5
2021-09-29,US,64.5
2021-09-29,UT,58.9
2021-09-29,VA,68.3
2021-09-29,VI,51.2
2021-09-29,VT,77.6
2021-09-29,WA,67.1
2021-09-29,WI,60.9
2021-09-29,WV,48.1
2021-09-29,WY,48.4
2021-09-30,AK,57.3
2021-09-30,AL,52.7
2021-09-30,AR,55.7
2021-09-30,AS,61.4
2021-09-30,AZ,59.3
2021-09-30,BP,0
2021-09-30,CA,71.7
2021-09-30,CO,65.6
2021-09-30,CT,76.2
2021-09-30,DC,70.8
2021-09-30,DD,0
2021-09-30,DE,66.3
2021-09-30,FL,66.9
2021-09-30,FM,43.1
2021-09-30,GA,54.9
2021-09-30,GU,77
2021-09-30,HI,76.7
2021-09-30,IA,58.1
2021-09-30,ID,47.1
2021-09-30,IH,43.4
2021-09-30,IL,68.4
2021-09-30,IN,52.2
2021-09-30,KS,59.9
2021-09-30,KY,60.7
2021-09-30,LA,51.7
2021-09-30,LT,0
2021-09-30,MA,77.4
2021-09-30,MD,70.7
2021-09-30,ME,74.1
2021-09-30,MH,38.8
2021-09-30,MI,57
2021-09-30,MN,63.5
2021-09-30,MO,54.8
2021-09-30,MP,62.8
2021-09-30,MS,50.2
2021-09-30,MT,54.8
2021-09-30,NC,59.8
2021-09-30,ND,51
2021-09-30,NE,59.4
2021-09-30,NH,69.9
2021-09-30,NJ,72.5
2021-09-30,NM,72.6
2021-09-30,NV,60.8
2021-09-30,NY,71.4
2021-09-30,OH,54.2
2021-09-30,OK,56.6
2021-09-30,OR,66.6
2021-09-30,PA,72.5
2021-09-30,PR,79.2
2021-09-30,RI,75.3
2021-09-30,RP,98.9
2021-09-30,SC,55.2
2021-09-30,SD,59.2
2021-09-30,TN,52.7
2021-09-30,TX,59.5
2021-09-30,US,64.6
2021-09-30,UT,59
2021-09-30,VA,68.4
2021-09-30,VI,51.4
2021-09-30,VT,77.7
2021-09-30,WA,67.2
2021-09-30,WI,60.9
2021-09-30,WV,48.2
2021-09-30,WY,48.5
2021-10-01,AK,57.4
2021-10-01,AL,52.7
2021-10-01,AR,55.8
2021-10-01,AS,61.5
2021-10-01,AZ,59.4
2021-10-01,BP,0
2021-10-01,CA,71.8
2021-10-01,CO,65.7
2021-10-01,CT,76.4
2021-10-01,DC,70.9
2021-10-01,DD,0
2021-10-01,DE,66.3
2021-10-01,FL,67
2021-10-01,FM,43.2
2021-10-01,GA,54.9
2021-10-01,GU,77.1
2021-10-01,HI,76.8
2021-10-01,IA,58.2
2021-10-01,ID,47.1
2021-10-01,IH,43.4
2021-10-01,IL,68.5
2021-10-01,IN,52.3
2021-10-01,KS,60
2021-10-01,KY,60.8
2021-10-01,LA,51.8
2021-10-01,LT,0
2021-10-01,MA,77.5
2021-10-01,MD,70.7
2021-10-01,ME,74.2
2021-10-01,MH,39
2021-10-01,MI,57.1
2021-10-01,MN,63.6
2021-10-01,MO,54.9
2021-10-01,MP,62.9
2021-10-01,MS,50.2
2021-10-01,MT,54.8
2021-10-01,NC,60
2021-10-01,ND,51.1
2021-10-01,NE,59.5
2021-10-01,NH,70.1
2021-10-01,NJ,72.6
2021-10-01,NM,72.7
2021-10-01,NV,60.8
2021-10-01,NY,71.4
2021-10-01,OH,54.3
2021-10-01,OK,56.7
2021-10-01,OR,66.6
2021-10-01,PA,72.7
2021-10-01,PR,79.5
2021-10-01,RI,75.3
2021-10-01,RP,99.4
2021-10-01,SC,55.3
2021-10-01,SD,59.3
2021-10-01,TN,52.8
2021-10-01,TX,59.6
2021-10-01,US,64.6
2021-10-01,UT,59
2021-10-01,VA,68.5
2021-10-01,VI,51.5
2021-10-01,VT,77.8
2021-10-01,WA,67.3
2021-10-01,WI,61
2021-10-01,WV,48.2
2021-10-01,WY,48.5
2021-10-02,AK,57.5
2021-10-02,AL,52.8
2021-10-02,AR,55.9
2021-10-02,AS,61.5
2021-10-02,AZ,59.4
2021-10-02,BP,0
2021-10-02,CA,71.9
2021-10-02,CO,65.7
2021-10-02,CT,76.4
2021-10-02,DC,71
2021-10-02,DD,0
2021-10-02,DE,66.6
2021-10-02,FL,67.1
2021-10-02,FM,43.2
2021-10-02,GA,55.1
2021-10-02,GU,77.2
2021-10-02,HI,76.9
2021-10-02,IA,58.2
2021-10-02,ID,47.2
2021-10-02,IH,43.5
2021-10-02,IL,68.5
2021-10-02,IN,52.3
2021-10-02,KS,60
2021-10-02,KY,61
2021-10-02,LA,51.9
2021-10-02,LT,0
2021-10-02,MA,77.6
2021-10-02,MD,70.8
2021-10-02,ME,74.3
2021-10-02,MH,39
2021-10-02,MI,57.3
2021-10-02,MN,63.6
2021-10-02,MO,55
2021-10-02,MP,62.9
2021-10-02,MS,50.2
2021-10-02,MT,54.9
2021-10-02,NC,60.1
2021-10-02,ND,51.2
2021-10-02,NE,59.5
2021-10-02,NH,70.2
2021-10-02,NJ,72.6
2021-10-02,NM,72.7
2021-10-02,NV,60.9
2021-10-02,NY,71.5
2021-10-02,OH,54.3
2021-10-02,OK,56.7
2021-10-02,OR,66.7
2021-10-02,PA,72.8
2021-10-02,PR,79.5
2021-10-02,RI,75.4
2021-10-02,RP,99.4
2021-10-02,SC,55.4
2021-10-02,SD,59.4
2021-10-02,TN,52.8
2021-10-02,TX,59.7
2021-10-02,US,64.7
2021-10-02,UT,59.1
2021-10-02,VA,68.6
2021-10-02,VI,51.6
2021-10-02,VT,77.8
2021-10-02,WA,67.4
2021-10-02,WI,61.1
2021-10-02,WV,48.3
2021-10-02,WY,48.5
2021-10-03,AK,57.5
2021-10-03,AL,52.9
2021-10-03,AR,56
2021-10-03,AS,61.5
2021-10-03,AZ,59.5
2021-10-03,BP,0
2021-10-03,CA,72.1
2021-10-03,CO,65.9
2021-10-03,CT,76.6
2021-10-03,DC,71.1
2021-10-03,DD,0
2021-10-03,DE,66.6
2021-10-03,FL,67.1
2021-10-03,FM,43.2
2021-10-03,GA,55.1
2021-10-03,GU,77.2
2021-10-03,HI,76.9
2021-10-03,IA,58.2
2021-10-03,ID,47.3
2021-10-03,IH,43.5
2021-10-03,IL,68.7
2021-10-03,IN,52.4
2021-10-03,KS,60.2
2021-10-03,KY,61.1
2021-10-03,LA,52
2021-10-03,LT,0
2021-10-03,MA,77.7
2021-10-03,MD,70.9
2021-10-03,ME,74.3
2021-10-03,MH,39
2021-10-03,MI,57.3
2021-10-03,MN,63.7
2021-10-03,MO,55.1
2021-10-03,MP,62.9
2021-10-03,MS,50.3
2021-10-03,MT,55
2021-10-03,NC,60.2
2021-10-03,ND,51.3
2021-10-03,NE,59.5
2021-10-03,NH,70.4
2021-10-03,NJ,72.8
2021-10-03,NM,72.9
2021-10-03,NV,61
2021-10-03,NY,71.8
2021-10-03,OH,54.4
2021-10-03,OK,56.9
2021-10-03,OR,66.8
2021-10-03,PA,73
2021-10-03,PR,79.5
2021-10-03,RI,75.6
2021-10-03,RP,99.4
2021-10-03,SC,55.5
2021-10-03,SD,59.4
2021-10-03,TN,52.8
2021-10-03,TX,59.8
2021-10-03,US,64.8
2021-10-03,UT,59.1
2021-10-03,VA,68.6
2021-10-03,VI,51.6
2021-10-03,VT,77.9
2021-10-03,WA,67.4
2021-10-03,WI,61.2
2021-10-03,WV,48.3
2021-10-03,WY,48.6
2021-10-04,AK,57.6
2021-10-04,AL,52.9
2021-10-04,AR,56
2021-10-04,AS,61.5
2021-10-04,AZ,59.6
2021-10-04,BP,0
2021-10-04,CA,72.2
2021-10-04,CO,65.9
2021-10-04,CT,76.7
2021-10-04,DC,71.3
2021-10-04,DD,0
2021-10-04,DE,66.6
2021-10-04,FL,67.3
2021-10-04,FM,43.2
2021-10-04,GA,55.1
2021-10-04,GU,77.2
2021-10-04,HI,77
2021-10-04,IA,58.2
2021-10-04,ID,47.4
2021-10-04,IH,43.6
2021-10-04,IL,68.8
2021-10-04,IN,52.5
2021-10-04,KS,60.3
2021-10-04,KY,61.1
2021-10-04,LA,52
2021-10-04,LT,0
2021-10-04,MA,77.8
2021-10-04,MD,71
2021-10-04,ME,74.4
2021-10-04,MH,39
2021-10-04,MI,57.4
2021-10-04,MN,63.7
2021-10-04,MO,55.2
2021-10-04,MP,62.9
2021-10-04,MS,50.3
2021-10-04,MT,55.1
2021-10-04,NC,60.3
2021-10-04,ND,51.3
2021-10-04,NE,59.5
2021-10-04,NH,70.6
2021-10-04,NJ,72.9
2021-10-04,NM,72.9
2021-10-04,NV,61.2
2021-10-04,NY,71.9
2021-10-04,OH,54.5
2021-10-04,OK,57
2021-10-04,OR,66.9
2021-10-04,PA,73.1
2021-10-04,PR,79.5
2021-10-04,RI,75.7
2021-10-04,RP,99.6
2021-10-04,SC,55.6
2021-10-04,SD,59.5
2021-10-04,TN,52.8
2021-10-04,TX,59.8
2021-10-04,US,64.9
2021-10-04,UT,59.1
2021-10-04,VA,68.8
2021-10-04,VI,51.6
2021-10-04,VT,78
2021-10-04,WA,67.4
2021-10-04,WI,61.2
2021-10-04,WV,48.3
2021-10-04,WY,48.6
2021-10-05,AK,57.6
2021-10-05,AL,53
2021-10-05,AR,56
2021-10-05,AS,61.5
2021-10-05,AZ,59.6
2021-10-05,BP,0
2021-10-05,CA,72.2
2021-10-05,CO,65.9
2021-10-05,CT,76.8
2021-10-05,DC,71.4
2021-10-05,DD,0
2021-10-05,DE,66.6
2021-10-05,FL,67.3
2021-10-05,FM,43.3
2021-10-05,GA,55.1
2021-10-05,GU,77.5
2021-10-05,HI,77
2021-10-05,IA,58.4
2021-10-05,ID,47.4
2021-10-05,IH,43.6
2021-10-05,IL,68.9
2021-10-05,IN,52.5
2021-10-05,KS,60.3
2021-10-05,KY,61.2
2021-10-05,LA,52.1
2021-10-05,LT,0
2021-10-05,MA,77.9
2021-10-05,MD,71
2021-10-05,ME,74.4
2021-10-05,MH,39
2021-10-05,MI,57.4
2021-10-05,MN,63.7
2021-10-05,MO,55.2
2021-10-05,MP,63
2021-10-05,MS,50.5
2021-10-05,MT,55.1
2021-10-05,NC,60.4
2021-10-05,ND,51.3
2021-10-05,NE,59.7
2021-10-05,NH,70.8
2021-10-05,NJ,72.9
2021-10-05,NM,73
2021-10-05,NV,61.2
2021-10-05,NY,71.9
2021-10-05,OH,54.5
2021-10-05,OK,57
2021-10-05,OR,66.9
2021-10-05,PA,73.2
2021-10-05,PR,79.8
2021-10-05,RI,75.8
2021-10-05,RP,99.6
2021-10-05,SC,55.7
2021-10-05,SD,59.6
2021-10-05,TN,53.1
2021-10-05,TX,59.9
2021-10-05,US,65
2021-10-05,UT,59.4
2021-10-05,VA,68.9
2021-10-05,VI,51.7
2021-10-05,VT,78.1
2021-10-05,WA,67.7
2021-10-05,WI,61.2
2021-10-05,WV,48.3
2021-10-05,WY,48.9
2021-10-06,AK,57.7
2021-10-06,AL,53
2021-10-06,AR,56.1
2021-10-06,AS,61.5
2021-10-06,AZ,59.7
2021-10-06,BP,0
2021-10-06,CA,72.3
2021-10-06,CO,66
2021-10-06,CT,76.8
2021-10-06,DC,71.5
2021-10-06,DD,0
2021-10-06,DE,67
2021-10-06,FL,67.4
2021-10-06,FM,43.4
2021-10-06,GA,55.4
2021-10-06,GU,77.7
2021-10-06,HI,77.1
2021-10-06,IA,58.4
2021-10-06,ID,47.5
2021-10-06,IH,43.6
2021-10-06,IL,68.9
2021-10-06,IN,52.6
2021-10-06,KS,60.4
2021-10-06,KY,61.3
2021-10-06,LA,52.1
2021-10-06,LT,0
2021-10-06,MA,78
2021-10-06,MD,71.1
2021-10-06,ME,74.5
2021-10-06,MH,39.2
2021-10-06,MI,57.5
2021-10-06,MN,63.8
2021-10-06,MO,55.3
2021-10-06,MP,63.1
2021-10-06,MS,50.5
2021-10-06,MT,55.2
2021-10-06,NC,60.8
2021-10-06,ND,51.4
2021-10-06,NE,59.7
2021-10-06,NH,71.1
2021-10-06,NJ,73
2021-10-06,NM,73
2021-10-06,NV,61.3
2021-10-06,NY,72
2021-10-06,OH,54.6
2021-10-06,OK,57.1
2021-10-06,OR,66.9
2021-10-06,PA,73.4
2021-10-06,PR,79.8
2021-10-06,RI,75.9
2021-10-06,RP,99.6
2021-10-06,SC,55.7
2021-10-06,SD,59.7
2021-10-06,TN,53.1
2021-10-06,TX,59.9
2021-10-06,US,65.1
2021-10-06,UT,59.5
2021-10-06,VA,68.9
2021-10-06,VI,51.9
2021-10-06,VT,78.1
2021-10-06,WA,67.7
2021-10-06,WI,61.3
2021-10-06,WV,48.3
2021-10-06,WY,49
2021-10-07,AK,57.7
2021-10-07,AL,53.1
2021-10-07,AR,56.1
2021-10-07,AS,62
2021-10-07,AZ,59.7
2021-10-07,BP,0
2021-10-07,CA,72.4
2021-10-07,CO,66.1
2021-10-07,CT,76.9
2021-10-07,DC,71.6
2021-10-07,DD,0
2021-10-07,DE,67.1
2021-10-07,FL,67.5
2021-10-07,FM,43.4
2021-10-07,GA,55.4
2021-10-07,GU,77.7
2021-10-07,HI,77.2
2021-10-07,IA,58.5
2021-10-07,ID,47.6
2021-10-07,IH,43.7
2021-10-07,IL,69
2021-10-07,IN,52.6
2021-10-07,KS,60.4
2021-10-07,KY,61.3
2021-10-07,LA,52.2
2021-10-07,LT,0
2021-10-07,MA,78
2021-10-07,MD,71.2
2021-10-07,ME,74.6
2021-10-07,MH,39.2
2021-10-07,MI,57.5
2021-10-07,MN,63.8
2021-10-07,MO,55.3
2021-10-07,MP,63.1
2021-10-07,MS,50.6
2021-10-07,MT,55.2
2021-10-07,NC,60.9
2021-10-07,ND,51.5
2021-10-07,NE,59.8
2021-10-07,NH,71.2
2021-10-07,NJ,73.1
2021-10-07,NM,73.1
2021-10-07,NV,61.3
2021-10-07,NY,72
2021-10-07,OH,54.6
2021-10-07,OK,57.2
2021-10-07,OR,67
2021-10-07,PA,73.6
2021-10-07,PR,79.9
2021-10-07,RI,76
2021-10-07,RP,99.6
2021-10-07,SC,55.8
2021-10-07,SD,59.8
2021-10-07,TN,53.2
2021-10-07,TX,60
2021-10-07,US,65.1
2021-10-07,UT,59.6
2021-10-07,VA,69
2021-10-07,VI,51.9
2021-10-07,VT,78.1
2021-10-07,WA,67.8
2021-10-07,WI,61.3
2021-10-07,WV,48.4
2021-10-07,WY,49.1
2021-10-08,AK,57.8
2021-10-08,AL,53.2
2021-10-08,AR,56.2
2021-10-08,AS,62
2021-10-08,AZ,59.8
2021-10-08,BP,0
2021-10-08,CA,72.5
2021-10-08,CO,66.1
2021-10-08,CT,77.1
2021-10-08,DC,71.8
2021-10-08,DD,0
2021-10-08,DE,67.2
2021-10-08,FL,67.6
2021-10-08,FM,43.4
2021-10-08,GA,55.4
2021-10-08,GU,77.8
